# FORM			LEMMA			UPOS		UFEATS						MISC			URL
netoloa			_			VERB		_						_			_
oquichcochiz		_			VERB		_						Split=o·quich·cochiz			_
quicaxahuaz		_			VERB		_						_			_
quicehuiz		_			VERB		_						_			_
quicuaniz		_			VERB		_						_			_
#tecpantzinca		_						_
tetech			_			NOUN		NounType=Relat					_			_
toquichti		_			NOUN		_						_			_
achtopa			_			ADV		_						Gloss=en.primero			_
centlacuaya		_			VERB		_						_			_
chilcahuaya		_			VERB		_						_			_
moxochicahua		_			VERB		_						_			_
nexochizahualo		_			VERB		_						_			_
quicua			_			VERB		_						_			_
quimattiuh		_			VERB		_						_			_
quinnepantla		_			VERB		_						_			_
tlacuaya		_			VERB		_						_			_
quiya			_			VERB		_						_			_
huelic			_			ADJ		_						_			_
tlacuilolatolli		_			NOUN		_						Split=tlacuilol·atolli			_
yohualnepantla		_			NOUN		_						Split=yohual·nepantla|Temporal=Yes|Gloss=a.medianoche			_
xochitontli		_			NOUN		_						Split=xochi·tontli			_
conmaniliaya		_			VERB		_						_			_
conmaquiaya		_			VERB		_						_			_
contoquiliaya		_			VERB		_						_			_
cuauhcaxtica		_			VERB		_						_			_
mantihuia		_			VERB		_						_			_
mitotiaya		_			VERB		_						_			_
mollotihuia		_			VERB		_						_			_
necuohuaya		_			VERB		_						_			_
tlacoquixtiloya		_			VERB		_						_			_
tlamanililoya		_			VERB		_						_			_
tamaltepitoton		_			NOUN		_						_			_
tlacatlacualli		_			NOUN		_						_			_
tlamacuilti		_			NOUN		_						_			_
tzohualli		_			NOUN		_						Gloss=masa			_
yotlaxcalli		_			NOUN		_						_			_
tamalli			_			NOUN		_						Gloss=tamale			_
chilli			_			NOUN		_						Gloss=chile			_
iyol			_			NOUN		_						_			_
tlatlauhqui		_			NOUN		_						_			_
huehueyi		_			ADJ		_						Gloss=grande			_
ontetl			ome			NUM		NumType=Clf					Gloss=dos.piezas|Split=on·tetl			_
centetl			ce			NUM		NumType=Clf					Gloss=una.pieza|Split=cen·tetl			_
macuiltetl		macuilli		NUM		NumType=Clf					Gloss=cinco.piezas|Split=macuil·tetl			_
inmalhuan		_			NOUN		_						_			_
intlaaxihuan		_			NOUN		_						_			_
maltequihuan		_			NOUN		_						_			_
tzohualchimalli		_			NOUN		_						_			_
tzohuallaxcalli		_			NOUN		_						_			_
tlacaquetzaia		_			VERB		_						_			_
tlatlacotin		_			NOUN		_						Gloss=esclavos			_
tonalocaque		_			NOUN		_						_			_
ihuitzoncale		_			NOUN		_						_			_
caxtolli		caxtolli		NUM		_						_			_
Omacatl			Omacatl			PROPN		_						_			_
huitznahuac		_			NOUN		_						Locative=Yes			_
imactia			_			NOUN		_						_			_
innecentlaliliz		_			NOUN		_						_			_
mahuizmachoya		_			VERB		_						_			_
necenquixtiliz		_			VERB		_						_			_
necuitlahuiloya		_			VERB		_						_			_
piquililoya		_			VERB		_						_			_
cohuanotzalo		_			VERB		_						_			_
nohuiztililo		_			VERB		_						_			_
tecochizpan		_			NOUN		_						Locative=Yes			_
tecochpa		_			NOUN		_						Locative=Yes			_
teyaoaya		_			VERB		_						_			_
nicmati			mati			VERB		_						_			_
tlacualli		tlacualli		NOUN		_						Gloss=comida			_
mozuma			_			VERB		_						_			_
teocua			_			VERB		_						Split=teo·cua			_
tlacua			_			VERB		_						_			_
motepotlamia		_			VERB		_						_			_
motecuinia		_			VERB		_						_			_
milacatzoa		_			VERB		_						_			_
teopixqui		_			NOUN		_						_			_
teomimilli		_			NOUN		_						_			_
iyomiyo			_			NOUN		_						Gloss=su.hueso			_
nemamaco		_			VERB		_						_			_
tlatlacualo		_			VERB		_						_			_
cuacualo		_			VERB		_						_			_
netlatlapanilo		_			VERB		_						_			_
tetlacaquitilo		_			VERB		_						_			_
temolcahualtilo		_			VERB		_						_			_
tetlahuilo		_			VERB		_						_			_
nexexelhuilo		_			VERB		_						_			_
conititzopinia		_			VERB		_						_			_
conmictia		_			VERB		_						_			_
ontlaxtlahuaya		_			VERB		_						_			_
macoya			_			VERB		_						_			_
tetzoyotiloya		_			VERB		_						_			_
ilhuiuhquizaz		_			VERB		_						_			_
aquique			_			PRON		_						_			_
ayamo			_			ADV		_						Gloss=no			_
cempohualli		_			NUM		_						Gloss=veinte			_
acacpalli		_			NOUN		_						_			_
iticachimal		_			NOUN		_						_			_
icuauhquentenchil	_			NOUN		_						_			_
iticanacoch		_			NOUN		_						_			_
cuauhtzoncale		_			NOUN		_						_			_
icuechin		_			NOUN		_						_			_
itolicpal		_			NOUN		_						_			_
cuahuitl		cuahuitl		NOUN		_							Gloss=madera			_
miec			miec			ADV		_						Gloss=mucho			_
itlilauh		_			NOUN		_						_			_
calitic			_			NOUN		_						Split=cal·itic|Gloss=dentro.de.la.casa			_
tocatzohualli		_			NOUN		_						_			_
ixquen			_			NOUN		_						_			_
iyollotopil		_			NOUN		_						Split=iyollo·topil			_
itonalocac		_			NOUN		_						Split=itonalo·cac			_
itlamamal		_			NOUN		_						_			_
iyamaneapan		_			NOUN		_						Locative=Yes			_
itonalopan		_			NOUN		_						Locative=Yes			_
opochtli		_			NOUN		_						_			_
Opochtli		_			PROPN		_						_			_
minacachalli		_			NOUN		_						_			_
tlaolaltilli		_			NOUN		_						_			_
tlaozalli		_			NOUN		_						_			_
iteouh			_			NOUN		_						_			_
malli			malli			NOUN		_						Gloss=cautivo			_
anahuac			_			NOUN		_						Locative=Yes			_
intonal			tonalli			NOUN		_						_			_
ocelopetlatl		_			NOUN		_						Split=ocelo·petlatl			_
yaotitlan		_			NOUN		_						Locative=Yes			_
intlanel		_			NOUN		_						_			_
tlatoque		_			NOUN		_						_			_
calpolco		_			NOUN		_						Locative=Yes			_
iyollotlama		_			NOUN		_						_			_
cuicatinemi		_			VERB		Subcat=Intr					_			_
tlalilia		_			VERB		_						_			_
intlaaltilhuan		_			NOUN		_						_			_
tlapanco		_			NOUN		_						Locative=Yes			_
pipiltin		_			NOUN		_						_			_
intlacual		tlacualli		NOUN		_						_			_
tlacaquetzaya		_			VERB		_						_			_
itilma			_			NOUN		_						_			_
xiuhtlalpilli		_			NOUN		_						_			_
otlatopile		_			NOUN		_						Split=otla·topile			_
itemilo			_			NOUN		_						_			_
calpolloc		_			NOUN		_						Locative=Yes			_
quinmachti		machtia			VERB		Subcat=Ditr|Number[iobj]=Plur|Person[iobj]=3	_			_
quimittiti		ittitia			VERB		Subcat=Tran|Number[obj]=Plur|Person[obj]=3	_			_
icpalchihualiztli	icpalchihualiztli	NOUN		_						Split=icpal·chihualiztli			_
petlachihualiztli	petlachihualiztli	NOUN		_						Split=petla·chihualiztli			_
tolmimilli		_			NOUN		_						_			_
tolpitzahuac		_			NOUN		_						Locative=Yes			_
quimictiaya		mictia			VERB		Subcat=Tran|Number[obj]=Sing|Person[obj]=3	_			_
huexotica		_			NOUN		_						Split=huexo·tica|Gloss=con.rama			_
cexiuhtica		_			ADV		_						Split=ce·xiuh·tica|Gloss=en.un.año|Temporal=Yes			_
petlachiuhqui		_			NOUN		_						Split=petla·chiuhqui			_
mochitlacatl		_			NOUN		_						Split=mochi·tlacatl			_
hualquiza		_			VERB		Subcat=Intr					_			_
mochihuaya		chihua			VERB		_						_			_
nicochiz		cochi			VERB		Subcat=Intr					_			_
ninonemitiz		_			VERB		_						_			_
toteouh			teotl			NOUN		_						Gloss=nuestro.díos			_
nicnixcahui		ixcahuia		VERB		_						_			_
nicnenepolo		_			VERB		_						_			_
ninehuaz		_			VERB		_						_			_
quimomacahuiliz		macahuilia		VERB		Subcat=Ditr					_			_
nechmomaquiliz		maquilia		VERB		Subcat=Ditr					_			_
oncualo			_			VERB		_						_			_
onpopolihui		_			VERB		_						_			_
onmitoti		_			VERB		_						_			_
tlatetzcaliuhtoc	_			VERB		_						_			_
huetztoc		_			VERB		_						_			_
ze			_			ADV		_						_			_
tlamahuiztiliaya	_			VERB		_						_			_
icalpolco		_			NOUN		_						Locative=Yes			_
piyaloya		_			VERB		Subcat=Tran|Impersonal=Yes			_			_
tlatzetzeloa		_			VERB		_						_			_
aztapiltopile		_			NOUN		_						_			_
mochichihuaya		_			VERB		Subcat=Tran					_			_
pohuiya			_			VERB		_						_			_
pohui			pohui			VERB		Subcat=Intr					_			_
pohuia			pohuia			VERB		Subcat=Intr					_			_
tetepe			tepetl			NOUN		_						Gloss=montes			_
catle			_			PRON		_						_			_
quinpiquiz		piquia			VERB		Subcat=Tran					_			_
quipiquiz		piquia			VERB		Subcat=Tran					_			_
tepiquiz		piquia			VERB		Subcat=Tran					_			_
miquiznequi		_			VERB		Subcat=Intr					_			_
huahuapahuaya		_			VERB		_						_			_
cuacuauhtia		_			VERB		_						_			_
cocototzahuia		_			VERB		_						_			_
cohuacihuiya		_			VERB		_						_			_
ayohuachtli		_			NOUN		_						Gloss=pepita			_
tlaolchinpinilli	_			NOUN		_						_			_
cequi			_			DET		_						Gloss=unos			_
colchachapatzaya	_			VERB		_						_			_
colchipiniaya		_			VERB		_						_			_
tzilacayotli		_			NOUN		_						_			_
tlaixtlapantli		_			NOUN		_						_			_
chalchiuhxicalli	_			NOUN		_						_			_
mamanca			_			VERB		_						_			_
intequiuh		_			NOUN		_						_			_
quinchichihuaya		chichihua		VERB		Subcat=Tran					_			_
quintlaliaya		tlalia			VERB		Subcat=Tran					_			_
macuiltica		_			ADV		_						Gloss=el.quinto.día			_
tepiccuica		_			VERB		_						_			_
huilacapitzoaya		_			VERB		_						_			_
tlamacoya		_			VERB		_						_			_
ceceleque		_			NOUN		_						_			_
tamalololli		_			NOUN		_						_			_
tececemeltiani		_			NOUN		_						_			_
telpopochtin		telpochtli		NOUN		_						_			_
quinquechcotona		_			VERB		_						_			_
calmecac		_			NOUN		_						Locative=Yes|Gloss=casa.de.sacerdotes			_
tepictzohualli		_			NOUN		_						_			_
quinquechehui		_			VERB		_						_			_
ilamatlaca		_			NOUN		_						_			_
itlacohuanotzalhuan	_			NOUN		_						_			_
icohuahuan		_			NOUN		_						_			_
imapil			_			NOUN		_						_			_
inmanel			_			NOUN		_						_			_
icxi			_			NOUN		_						Gloss=pie			_
ima			_			NOUN		_						Gloss=su.mano			_
oconpalo		_			VERB		_						_			_
tepiton			tepiton			NOUN		_						Gloss=un.poco			_
quicuecuetza		_			VERB		_						_			_
tenpapatlaca		_			VERB		_						_			_
tenhuihuiyoca		_			VERB		_						_			_
ite			_			NOUN		_						_			_
tennecuilihuia		_			VERB		_						_			_
tepantilihuiya		_			VERB		_						_			_
apehualo		_			VERB		_						_			_
apehua			_			VERB		_						_			_
miquizquiya		_			VERB		_						_			_
mic			miqui			VERB		_						_			_
tlacpac			_			NOUN		_						Locative=Yes			_
innetol			_			NOUN		_						_			_
moxtlahua		_			VERB		_						_			_
inchalchiuhxical	_			NOUN		_						_			_
innechichiohual		_			NOUN		_						_			_
imoztopil		_			NOUN		_						_			_
imayauhcocol		_			NOUN		_						_			_
imamaneapan		_			NOUN		_						_			_
intlaquen		_			NOUN		_						_			_
intlacuaya		_			VERB		_						_			_
concahuaya		_			VERB		_						_			_
cotepehuaya		_			VERB		_						_			_
molcaxtotontin		_			NOUN		_						_			_
cuauhcaxtotontin	_			NOUN		_						_			_
centzontotochtin	_			NOUN		_						_			_
temictia		mictia			VERB		_						_			_
contlali		tlalia			VERB		_						_			_
ontlachpan		_			VERB		_						_			_
cocuizquia		_			VERB		_						_			_
oquitlalica		_			VERB		_						_			_
oquittaque		itta			VERB		_						_			_
cualanque		_			VERB		_						_			_
quitoque		ihtoa			VERB		_						_			_
occhihuili		_			VERB		_						_			_
ocotzti			_			VERB		_						_			_
techpinauhtia		pinauhtia		VERB		_						Gloss=nos.da.verguenza			_
techahuilquixtia	_			VERB		_						_			_
quimilhui		ilhuia			VERB		_						Gloss=les.dijo			_
noquichtihuan		_			NOUN		_						Gloss=mis.hermanos.mayores			_
ticmictia		mictia			VERB		_						_			_
tonan			nan			NOUN		_						_			_
oquichihuili		_			VERB		_						_			_
momauhti		_			VERB		_						_			_
motequipacho		_			VERB		_						_			_
iconeuh			conetl			NOUN		_						_			_
ximomauhti		_			VERB		_						_			_
neh			nehhuatl		PRON		_						_			_
oquicetlalique		_			VERB		_						_			_
cualaniya		cualani			VERB		_						_			_
Coiolxauhqui		Coiolxauhqui		PROPN		_						_			_
quinyolehuaya		_			VERB		_						_			_
tlahtol			tlahtolli		NOUN		_						_			_
oquicemitoc		_			VERB		_						_			_
otlapinauhti		_			VERB		_						_			_
cetzonhuitznahua	_			VERB		_						_			_
mocecahua		_			VERB		_						_			_
moyaochichihua		_			VERB		_						_			_
inquatzon		_			NOUN		_						_			_
intzon			_			NOUN		_						_			_
connonotzaya		nonotza			VERB		_						_			_
huitzilopochtli		huitzilopochtli		PROPN		_						_			_
xonmotlacaquilti	_			VERB		_						_			_
ticmomachitia		_			VERB		_						_			_
notlatzine		_			NOUN		_						_			_
oquicemitoqueh		_			VERB		_						_			_
ocentetix		_			VERB		_						_			_
intlahtol		tlahtolli		NOUN		_						Gloss=su(pl).palabra			_
quimictizqueh		_			VERB		_						_			_
mochichicahua		_			VERB		_						_			_
mocecenquetza		_			VERB		_						_			_
moyaochichiuhqueh	_			VERB		_						_			_
motlamamacaqueh		_			VERB		_						_			_
quitlaliqueh		_			VERB		_						_			_
quitlatlatizqueh	_			VERB		_						_			_
hui			_			VERB		_						Gloss=fue			_
teyacana		_			NOUN		_						Gloss=líder			_
imamatlatqui		amatlatquitl		NOUN		_						_			_
intzitzicaz		tzitzicaztli		NOUN		_						_			_
coyolli			coyolli			NOUN		_						Gloss=campana			_
quihilpiqueh		_			VERB		_						_			_
inmiuh			mitl			NOUN		_						Gloss=su(pl).flecha(s)			_
huitze			huitz			VERB		_						Gloss=vienen			_
conilhuia		ilhuia			VERB		_						_			_
conilhui		ilhuia			VERB		_						_			_
motlalotitleco		_			VERB		_						_			_
quinonotzaz		_			VERB		_						_			_
tzonpantitlan		tzonpantitlan		PROPN		_						_			_
coaxalpan		coaxalpan		PROPN		_						_			_
quihualilhui		_			VERB		_						_			_
tlatlacapan		tlatlacapan		ADV		_						_			_
quilhui			ilhuia			VERB		_						_			_
xontlachiya		tlachiya		VERB		_						_				_
cuecueya		cueya			NOUN		_						Gloss=faldas			_
quimacehualtia		macehualtia		VERB		_						Root=macehua			_
xomitotia		_			VERB		_						_			_
techahuilqixtia		_			VERB		_						_			_
motlali			tlalia			VERB		_						_			_
tequihuaqueh		_			NOUN		_						_			_
tlacuiaya		tlacuia			VERB		_						_			_
tlacuahuicuiaya		_			VERB		_						_			_
hualpanhuetzi		_			VERB		_						_			_
hualaci			_			VERB		_						_			_
xoxoctic		xoxoctic		ADJ		_						_			_
iatlauh			atlatl			NOUN		_						_			_
atlauhitic		atlauhitic		NOUN		_						Locative=Yes|Root=atlauh			_
atlauhcamac		atlauhcamac		NOUN		_						Locative=Yes|Root=atlauh			_
icxitlan		_			NOUN		NounType=Relat					_			_
ipilnechihual		_			NOUN		_						_			_
inanacaztlan		_			NOUN		NounType=Relat					_			_
huallacat		_			VERB		_						_			_
inimiuh			_			NOUN		_						_			_
tehuehuelli		_			NOUN		_						_			_
ixocpal			_			NOUN		_						_			_
pitzahuac		pitzahuac		ADJ		_						_			_
iyopochcopa		_			NOUN		_						_			_
inimetz			_			NOUN		_						_			_
omexti			_			DET		_						_			_
quitexohuahuan		texohuahuana		VERB		_						_			_
iacol			acol			NOUN		_						Gloss=su.brazo			_
contlati		_			VERB		_						_			_
quihualnahuati		_			VERB		_						_			_
itzontecon		tzontecon		NOUN		_						Gloss=su.cabeza			_
ommocauh		cahua			VERB		_						_			_
huehuetz		_			VERB		_						_			_
huehuetz		_			VERB		_						_			_
itlac			tlactli			NOUN		_						_			_
huetzico		_			VERB		_						_			_
initlac			tlactli			NOUN		_						_			_
hualehua		_			VERB		_						_			_
quinhualtoca		_			VERB		_						_			_
intlan			_			NOUN		_						_			_
icpac			_			NOUN		_						_			_
oquimaxitico		_			VERB		_						_			_
quinyayahualochti	_			VERB		_						_			_
quintlatlayahualochti	_			VERB		_						_			_
ocnequihualhuiohuiaya	_			VERB		_						_			_
hualmochimalhuitectihuia	_		VERB		_						_			_
aoc			_			ADV		_						_			_
quichiuhque		chihua			VERB		_						_			_
quitzacuilique		_			VERB		_						_			_
quincemehuiti		_			VERB		_						_			_
quinpopolo		_			VERB		_						_			_
quimixtlati		_			VERB		_						_			_
quinpoctlantili		_			VERB		_						_			_
exihuitl		_			NOUN		_						Split=e·xihuitl|Gloss=tres.años|Temporal=Yes			_
mopilo			_			VERB		_						_			_
moyolcehui		_			VERB		_						_			_
motlapalo		_			VERB		_						_			_
qujntocac		_			VERB		_						_			_
itohualco		_			NOUN		_						Locative=Yes|Gloss=patio			_
tecpan			_			NOUN		_						Locative=Yes|Gloss=palacio			_
tlatoa			_			VERB		_						_			_
de			_			ADP		_						_			_
ixquichica		_			ADV		_						_			_
ihuiyan			_			ADV		_						Gloss=pacíficamente			_
yocoxca			_			ADV		_						Gloss=mansa			_
Tizocicatzin		_			PROPN		_						_			_
cuicac			cuica			VERB		_						_			_
chocatinenca		_			VERB		_						_			_
diecinueue		_			NUM		_						_			_
mil			_			NUM		_						_			_
quinientos		_			NUM		_						_			_
hualla			_			VERB		_						_			_
pestilencia		_			NOUN		_						_			_
cuauhcalco		_			NOUN		_						Locative=Yes			_
cozolco			_			NOUN		_						Locative=Yes			_
tlanextitica		_			ADV		_						_			_
calcuauhuitl		_			NOUN		_						Split=cal·cuauhuitl			_
chocatiuh		_			VERB		_						_			_
tzatzitiuh		_			VERB		_						_			_
namechnohuiquiliz	_			VERB		_						_			_
moquequetztitihuitze	_			VERB		_						_			_
tepeuhtihuitze		_			VERB		_						_			_
moyaochichiuhtihuitze	_			VERB		_						_			_
intlac			_			NOUN		_						_			_
miequintin		_			DET		_						_			_
miequintin		_			PRON		_						_			_
iyacametz		_			NOUN		_						_			_
cectlapal		_			ADV		_						_			_
tecuhtlatoque		_			NOUN		_						_			_
teopixque		_			NOUN		_						_			_
calpixque		_			NOUN		_						_			_
calpixqui		_			NOUN		_						_			_
quinmaca		_			VERB		_						_			_
cuicanime		_			NOUN		_						_			_
telpochtlatoque		_			NOUN		_						Split=telpoch·tlatoque			_
quauhioocatla		_			NOUN		_						Split=cuauh·yoco·tla			_
acito			ahci			VERB		_						_			_
xicchie			chiya			VERB		_						_			_
xicchiye		chiya			VERB		_						_			_
xicmotlatolchieli	_			VERB		_						_			_
qujmocemmacatoque	_			VERB		_						_			_
qujtlalochana		_			VERB		_						_			_
xixitintoz		xixitinia		VERB		_						Root=xitinia			_
inmahuizcuiyan		_			NOUN		_						_			_
mihihuintia		ihihuintia		VERB		_						Gloss=es.valiente			_
cahciz			ahci			VERB		_						_			_
cahciya			ahci			VERB		_						_			_
yaoc			yaotl			NOUN		Locative=Yes					Gloss=en.guerra			_
chacapantiuh		_			VERB		_						_			_
tlamahuicoloz		_			VERB		_						_			_
huetzitiuh		huetzi			VERB		_						_			_
tetolini		_			NOUN		_						Gloss=aflicción			_
nauhcampa		nauhcampa		ADV		_						Split=nauh·campa|Gloss=cuatro.lados			_
tlaquiyocoli		_			VERB		_						_			_
tlamotelchihua		_			VERB		_						_			_
nequi			nequi			AUX		_						Gloss=quiere			_
tetecaqui		_			VERB		_						_			_
nemacho			mati			VERB		_						_			_
tehueiyecohuani		_			NOUN		_						_			_
tepolohuani		_			NOUN		_						_			_
quinametli		quinametli		NOUN		_						Gloss=gigante			_
tlacahuiyac		tlacahuiyac		NOUN		_						Gloss=persona.grande|Split=tlaca·huiyac			_
huicoz			huica			VERB		_						_			_
nenonotzale		_			NOUN		_						_			_
tlamach			tlamach			ADV		_						Gloss=despacio			_
tlahuaqui		_			VERB		_						_			_
izqui			izqui			ADJ		_						Gloss=tanto			_
miqui			miqui			NOUN		_						_			_
icotzco			_			NOUN		_						_			_
neaxixaloyan		neaxixaloyan		NOUN		_						Gloss=latrina|Locative=Yes			_
pepeyocatih		_			VERB		_						_			_
icuitlacaxiuhiyan	_			NOUN		_						_			_
ac			ac			PRON		PronType=Int					Gloss=quién			_
izca			izca			VERB		_						Gloss=he.aquí			_
titlamahuicoz		_			VERB		_						_			_
chililti		chililti		VERB		_						_			_
xoniye			_			VERB		_						_			_
teiexi			iyexi			VERB		_						_			_
quennel			quennel			ADV		_						_			_
timiquizo		_			VERB		_						_			_
tonca			calli			NOUN		Number[psor]=Plur|Person[psor]=1|State=Poss	CorrectForm=tocal			_
teca			ca			NOUN		NounType=Relat|Animacy[psor]=Anim|Person[psor]=3|State=Poss					_			_
#teca			calli			NOUN		Animacy[psor]=Anim|Person[psor]=3|State=Poss	CorrectForm=tecal			_
cecemmantoz		_			VERB		_						_			_
aalacatoz		_			VERB		_						_			_
yeppa			_			ADV		_						Gloss=antes			_
tlateotoco		tlateotoco		NOUN		_						Gloss=en.la.idolatria|Locative=Yes			_
titixcahuitoque		ixcahuia		VERB		_						_			_
machiotica		machiotia		VERB		_						_			https://nahuatl.wired-humanities.org/content/machiotia
tonalamapan		tonalamapan		NOUN		_						Locative=Yes|Split=tonal·ama·pan|Gloss=en.el.calendario			_
izquican		izquican		ADV		_						Gloss=en.todos.lugares			https://nahuatl.wired-humanities.org/content/izquican
cuauhyocatlan		cuauhyocatlan		NOUN		_						Locative=Yes|Split=cuauh·yoca·tlan			_
ipiltoca		piltoca		NOUN		_						Gloss=su.nombre|Split=pil·toca			_
nen			nen			ADV		_						Gloss=en.vano			_
tel			tel			ADV		_						Gloss=de.todas.maneras			_
tecolo			tecolotl		NOUN		_						Fragment=Yes			_
tecolooo		tecolotl		NOUN		_						Fragment=Yes			_
millaca			millacatl		NOUN		_						Gloss=campesinos|Split=mil·laca			_
tochtiz			tochtia			VERB		_						Gloss=se.volverá.conejo			_
mazatiz			mazatia			VERB		_						Gloss=se.volverá.venado			_
miquizliztli		miquizliztli		NOUN		_						_			_
mocueptihuetzi		cuepa			VERB		_						Aux=huetzi			_
ommonamiqui		namiquia		VERB		_						_			_
oniyecauhtihuetzi	yecahua			VERB		_						Aux=huetzi			_
ouellallimjctimotecac	tlallimictoc		VERB		_						_			_
quicotonilia		cotonilia		VERB		_						Root=cotona			_
quiyacatzacuilia	yacatzacuilia		VERB		_						Root=yacatzacua			_
quimacehualtiz		macehualtia		VERB		_						Root=macehua			_
quimottilia		ittilia			VERB		_						Root=itta			_
quilnamiqui		ilnamiqui		VERB		_						_			_
quitemolia		temolia			VERB		_						Root=temoa			_
onmocacamapiqui		cacamapiya		VERB		_						_			_
onchachacuani		chachacuania		VERB		_						_			_
atlacacemelle		_			NOUN		_						_			_
tlacacemelle		tlacacemelle		NOUN		_						Split=tlaca·cemelle|Gloss=monstro		https://nahuatl.wired-humanities.org/content/tlacacemele
tlacacemellecan		tlacacemellecan		NOUN		_						Locative=Yes			_
tzotzoquenpile		_			NOUN		_						_			_
omma			_			ADV		_						AltForm=ompa			_
atletloc		_			VERB		_						_			_
ohuel			_			ADV		_						_			_
tlamaliztli		tlamaliztli		NOUN		_						_			_
quimonamictiz		namictia		VERB		_						_			_
ticmatizque		mati			VERB		_						_			_
quinemitia		nemitia			VERB		_						_			_
oneltico		nelti			VERB		_						_			_
quellacuahua		ellacuahua		VERB		_						_			https://nahuatl.wired-humanities.org/content/ellacuahua
ximellacuahua		ellacuahua		VERB		_						_			https://nahuatl.wired-humanities.org/content/ellacuahua
mellacuahualoca		ellacuahua		VERB		_						_			https://nahuatl.wired-humanities.org/content/ellacuahua
quimellacuahua		ellacuahua		VERB		_						_			https://nahuatl.wired-humanities.org/content/ellacuahua
motlaocol		tlaocolli		NOUN		_						Gloss=tu.tristeza			_
tlaocolli		tlaocolli		NOUN		_						_			_
ichtecque		ichtecqui		NOUN		_						Gloss=ladrones			_
tonalpouhque		tonalpouhqui		NOUN		_						Gloss=astrólogo|Split=tonal·pouhqui			_
tliltic			tliltic			ADJ		_						Gloss=negro			_
tliltic			tliltic			NOUN		_						Gloss=negro			_
tliltique		tliltic			NOUN		_						Gloss=negros			_
tlatlauhqui		tlatlauhqui		ADJ		_						Gloss=rojo			_
tlatlauhqui		tlatlauhqui		NOUN		_						Gloss=rojo			_
tlatlauhque		tlatlauhqui		NOUN		_						Gloss=rojos			_
tlahuaqui		tlahuaqui		VERB		_						Gloss=se.seca			_
tlacihuiti		tlacihuiti		NOUN		_						Gloss=solicitador			_
temamauhti		temamauhti		NOUN		_						Gloss=cosa.espantosa|Root=mamauhtia			_
oquimacehualti		macehualtia		VERB		_						Root=macehua			_
yolqui			yolqui			NOUN		_						Root=yoli			_
catle			catle			PRON		PronType=Int					Gloss=cuál			_
catle			catle			DET		_						Gloss=cuál			_
tlapalihui		tlapalihui		NOUN		_						Gloss=obrero			_
tonallapalihui		tonallapalihui		NOUN		_						_			_
ximellacuahuacan	ellacuahua		VERB		_						_			https://nahuatl.wired-humanities.org/content/ellacuahua
xicmotlacuamacacan	tlacuamaca		VERB		_						Incorp=tlacua			_
xicmotlatlauhtilican	tlatlauhtilia		VERB		_						Gloss=ruega.por.alguien			_
xicmotlahtolchiyeli	tlahtolchiya		VERB		_						Gloss=espera.el.orden			_
huictli			huictli			NOUN		_						Gloss=luma			_
toconittazque		itta			VERB		_						_			_
toconnextizque		nextia			VERB		_						_			_
tlaxtlapaloa		tlaxtlapaloa		VERB		_						Gloss=pasa.enfrente			_
tlazollaxoz		tlazoltlaza		VERB		_						Incorp=tlazol|Voice=Pass			_
yectli			yectli			NOUN		_						Gloss=cosa.buena			_
callan			callan			NOUN		_						Split=cal·lan|Locative=Yes			_
inentlan		nentlan			NOUN		_						Gloss=su.lugar			_
inemiyan		nemiyan			NOUN		_						Gloss=su.lugar			_
zacatlan		zacatlan		NOUN		_						Gloss=lugar.de.pasto|Split=zaca·tlan|Locative=Yes			_
nonopallan		nopallan		NOUN		_						Gloss=lugar.de.nopales|Split=nopal·lan|Locative=Yes			_
memetlan		metlan			NOUN		_						Gloss=lugar.de.magueyes|Split=meme.tlan|Locative=Yes			_
iquizayan		quizayan		NOUN		_						_									https://nahuatl.wired-humanities.org/content/quizayan
nimitzteteotia		teteotia		VERB		_						Gloss=te.adoro.como.díos						_
tetzammachoya		tetzamacho		VERB		_						Incorp=tetza								_
tetzamachoya		tetzamacho		VERB		_						Incorp=tetza								_
tetlatlazaltique	tetlatlazaltiqui	NOUN		_						Gloss=robadores								_
toquich			oquich			NOUN		_						_									_
netemmacho		macho			VERB		_						_									_
Plʼ			Plʼ			X		_						_									_
pipipitzca		pipipitzca		VERB		_						_									_
pipipitzticate		pipipitzca		VERB		_						Aux=ca									_
pipitzcaticate		pipitzca		VERB		_						_									_
cuauhxeloa		cuauhxeloa		VERB		_						Incorp[obj]=cuauh|Root=xeloa						_
cuauhxeloaya		cuauhxeloa		VERB		_						Incorp[obj]=cuauh|Root=xeloa						_
quicuitlalpiya		cuitlalpiya		VERB		_						Root=piya								_
quicencuitlalpiya	cuitlalpiya		VERB		_						Incorp[advmod]=cen|Root=piya						_
quicemilpiya		ilpiya			VERB		_						Incorp[advmod]=cen|Root=ilpiya						_
quicemmana		mana			VERB		_						Incorp[advmod]=cen|Root=mana						_
tequixquitl		tequixquitl		NOUN		_						Gloss=salitre								https://nahuatl.wired-humanities.org/content/tequixquitl
intotechiuhcahuan	techiuhca		NOUN		_						Gloss=regidores								https://nahuatl.wired-humanities.org/content/techiuhcauh
nimitzmamauhtiz		mamauhtia		VERB		_						Gloss=te.espantaré							https://nahuatl.wired-humanities.org/content/mamauhtia
nimitzizahuiz		izauhia			VERB		_						_									https://nahuatl.wired-humanities.org/content/izahuia
nimitzpayahualochtia	payahualochtia		VERB		_						_									_
